Id,Quantity,Recipe ingredient,Name [Food],Title [Recipe],Ingredients [Recipe],Origin [Recipe]
1452, - ,100 g de jambon de Parme,jambon de Parme,Carbonara courgette & jambon de Parme,"400 g de pâtes (complètes)
20 cl de crème fraîche allégée à 12 ou 15% de matière grasse
100 g de jambon de Parme
1 courgette évidée
30 g de Parmesan
1 œuf
quelques branches de thym
sel
poivre
huile d'olive",www.mangerbouger.fr
1453, - ,1 courgette évidée,courgette,Carbonara courgette & jambon de Parme,"400 g de pâtes (complètes)
20 cl de crème fraîche allégée à 12 ou 15% de matière grasse
100 g de jambon de Parme
1 courgette évidée
30 g de Parmesan
1 œuf
quelques branches de thym
sel
poivre
huile d'olive",www.mangerbouger.fr
1454, - ,30 g de Parmesan,parmesan,Carbonara courgette & jambon de Parme,"400 g de pâtes (complètes)
20 cl de crème fraîche allégée à 12 ou 15% de matière grasse
100 g de jambon de Parme
1 courgette évidée
30 g de Parmesan
1 œuf
quelques branches de thym
sel
poivre
huile d'olive",www.mangerbouger.fr
1455, - ,1 œuf,oeuf,Carbonara courgette & jambon de Parme,"400 g de pâtes (complètes)
20 cl de crème fraîche allégée à 12 ou 15% de matière grasse
100 g de jambon de Parme
1 courgette évidée
30 g de Parmesan
1 œuf
quelques branches de thym
sel
poivre
huile d'olive",www.mangerbouger.fr
1456, - ,quelques branches de thym,thym,Carbonara courgette & jambon de Parme,"400 g de pâtes (complètes)
20 cl de crème fraîche allégée à 12 ou 15% de matière grasse
100 g de jambon de Parme
1 courgette évidée
30 g de Parmesan
1 œuf
quelques branches de thym
sel
poivre
huile d'olive",www.mangerbouger.fr
1457, - ,sel,sel,Carbonara courgette & jambon de Parme,"400 g de pâtes (complètes)
20 cl de crème fraîche allégée à 12 ou 15% de matière grasse
100 g de jambon de Parme
1 courgette évidée
30 g de Parmesan
1 œuf
quelques branches de thym
sel
poivre
huile d'olive",www.mangerbouger.fr
1458, - ,poivre,poivre,Carbonara courgette & jambon de Parme,"400 g de pâtes (complètes)
20 cl de crème fraîche allégée à 12 ou 15% de matière grasse
100 g de jambon de Parme
1 courgette évidée
30 g de Parmesan
1 œuf
quelques branches de thym
sel
poivre
huile d'olive",www.mangerbouger.fr
1459, - ,huile d'olive,huile d'olive,Carbonara courgette & jambon de Parme,"400 g de pâtes (complètes)
20 cl de crème fraîche allégée à 12 ou 15% de matière grasse
100 g de jambon de Parme
1 courgette évidée
30 g de Parmesan
1 œuf
quelques branches de thym
sel
poivre
huile d'olive",www.mangerbouger.fr
1460, - ,500 g de coquillettes,coquillette,Coquillettes aux petits pois,"500 g de coquillettes
400 g de petits pois surgelés
150 g de chèvre frais
2 c. à s. d’huile d’olive
2 c. à c. d’herbes de Provence",www.mangerbouger.fr
1461, - ,400 g de petits pois surgelés,petit pois,Coquillettes aux petits pois,"500 g de coquillettes
400 g de petits pois surgelés
150 g de chèvre frais
2 c. à s. d’huile d’olive
2 c. à c. d’herbes de Provence",www.mangerbouger.fr
1462, - ,150 g de chèvre frais,fromage de chèvre frais,Coquillettes aux petits pois,"500 g de coquillettes
400 g de petits pois surgelés
150 g de chèvre frais
2 c. à s. d’huile d’olive
2 c. à c. d’herbes de Provence",www.mangerbouger.fr
